1.000000000000001e-09	5.995214293962258e-03
1.023340307012934e-09	6.129485024492677e-03
1.047225383957322e-09	6.266762925107942e-03
1.071667945930622e-09	6.407115345347966e-03
1.096681004804563e-09	6.550611143134363e-03
1.122277876151953e-09	6.697320718552735e-03
1.148472186335159e-09	6.847316048391417e-03
1.175277879760036e-09	7.000670721453911e-03
1.202709226299144e-09	7.157459974661955e-03
1.230780828888250e-09	7.317760729967366e-03
1.259507631300134e-09	7.481651632090591e-03
1.288904926099811e-09	7.649213087104234e-03
1.318988362785463e-09	7.820527301880957e-03
1.349773956119357e-09	7.995678324424722e-03
1.381278094653245e-09	8.174752085105460e-03
1.413517549452691e-09	8.357836438816985e-03
1.446509483025081e-09	8.545021208079314e-03
1.480271458456006e-09	8.736398227106342e-03
1.514821448758851e-09	8.932061386860214e-03
1.550177846442654e-09	9.132106681114983e-03
1.586359473303273e-09	9.336632253551969e-03
1.623385590443047e-09	9.545738445909568e-03
1.661275908524359e-09	9.759527847211768e-03
1.700050598262501e-09	9.978105344099009e-03
1.739730301163469e-09	1.020157817228647e-02
1.780336140512327e-09	1.043005596917450e-02
1.821889732618099e-09	1.066365082763759e-02
1.864413198321117e-09	1.090247735101810e-02
1.907929174768896e-09	1.114665270935130e-02
1.952460827466935e-09	1.139629669684993e-02
1.998031862610732e-09	1.165153179067605e-02
2.044666539705689e-09	1.191248321102946e-02
2.092389684481492e-09	1.217927898258130e-02
2.141226702107977e-09	1.245204999728408e-02
2.191203590719468e-09	1.273093007858834e-02
2.242346955254702e-09	1.301605604709713e-02
2.294684021619863e-09	1.330756778769140e-02
2.348242651182135e-09	1.360560831815845e-02
2.403051355601590e-09	1.391032385935764e-02
2.459139312009177e-09	1.422186390695722e-02
2.516536378539036e-09	1.454038130477804e-02
2.575273110223352e-09	1.486603231978006e-02
2.635380775258117e-09	1.519897671872772e-02
2.696891371648623e-09	1.553937784657292e-02
2.759837644243423e-09	1.588740270659310e-02
2.824253102165915e-09	1.624322204232453e-02
2.890172036652697e-09	1.660701042132996e-02
2.957629539308355e-09	1.697894632084294e-02
3.026661520786332e-09	1.735921221533019e-02
3.097304729905717e-09	1.774799466601462e-02
3.169596773214327e-09	1.814548441240379e-02
3.243576135008340e-09	1.855187646586802e-02
3.319282197819259e-09	1.896737020531463e-02
3.396755263378924e-09	1.939216947500435e-02
3.476036574073973e-09	1.982648268455891e-02
3.557168334901045e-09	2.027052291120859e-02
3.640193735934320e-09	2.072450800432905e-02
3.725156975317570e-09	2.118866069232000e-02
3.812103282792852e-09	2.166320869187761e-02
3.901078943778248e-09	2.214838481971356e-02
3.992131324007722e-09	2.264442710677688e-02
4.085308894745995e-09	2.315157891503357e-02
4.180661258592034e-09	2.367008905686200e-02
4.278239175884648e-09	2.420021191712167e-02
4.378094591724539e-09	2.474220757795648e-02
4.480280663627053e-09	2.529634194639319e-02
4.584851789820217e-09	2.586288688479683e-02
4.691863638203417e-09	2.644212034424873e-02
4.801373175981886e-09	2.703432650091115e-02
4.913438699992966e-09	2.763979589544654e-02
5.028119867740029e-09	2.825882557555836e-02
5.145477729150893e-09	2.889171924172515e-02
5.265574759077486e-09	2.953878739619846e-02
5.388474890553907e-09	3.020034749533698e-02
5.514243548830917e-09	3.087672410535327e-02
5.642947686204697e-09	3.156824906154818e-02
5.774655817658637e-09	3.227526163111204e-02
5.909438057336811e-09	3.299810867957104e-02
6.047366155868942e-09	3.373714484096223e-02
6.188513538566545e-09	3.449273269181998e-02
6.332955344510383e-09	3.526524292905793e-02
6.480768466550452e-09	3.605505455183612e-02
6.632031592239453e-09	3.686255504750045e-02
6.786825245721794e-09	3.768814058168733e-02
6.945231830600068e-09	3.853221619268469e-02
7.107335673802244e-09	3.939519599014705e-02
7.273223070472762e-09	4.027750335826118e-02
7.442982329911146e-09	4.117957116346067e-02
7.616703822583082e-09	4.210184196679372e-02
7.794480028228754e-09	4.304476824104730e-02
7.976405585093790e-09	4.400881259273273e-02
8.162577340309554e-09	4.499444798904433e-02
8.353094401449163e-09	4.600215798990040e-02
8.548058189287000e-09	4.703243698518172e-02
8.747572491789378e-09	4.808579043728203e-02
8.951743519365632e-09	4.916273512909210e-02
9.160679961408629e-09	5.026379941753690e-02
9.374493044155133e-09	5.138952349279206e-02
9.593296589896320e-09	5.254045964330403e-02
9.817207077570592e-09	5.371717252674742e-02
1.004634370477063e-08	5.492023944705063e-02
1.028082845119743e-08	5.615025063762433e-02
1.052078614359564e-08	5.740780955093484e-02
1.076634452220457e-08	5.869353315456283e-02
1.101763430875984e-08	6.000805223389102e-02
1.127478927608248e-08	6.135201170157266e-02
1.153794631929238e-08	6.272607091393095e-02
1.180724552868340e-08	6.413090399444292e-02
1.208283026429996e-08	6.556720016447007e-02
